Conference,Year,Title,Award,authornum,authornum_77,PaperType,Link,cite,cite_log,cite_log_one
InfoVis,1997,Design and evaluation of incremental data structures and algorithms for dynamic query interfaces,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1997.636790,218,2.338456494,0.733823601
Vis,1997,Collaborative visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1997.663890,224,2.350248018,0.737523862
Vis,1997,Accelerated volume rendering using homogeneous region encoding,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1997.663880,241,2.382017043,0.747493199
Vis,1997,Collision detection for volumetric objects,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1997.663851,262,2.418301291,0.758879444
InfoVis,1997,H3: laying out large directed graphs in 3D hyperbolic space,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1997.636718,963,2.983626287,0.936282284
Vis,1998,Efficient co-triangulation of large data sets,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745293,1,0,0
Vis,1998,High quality rendering of attributed volume data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745311,1,0,0
Vis,1998,Size preserving pattern mapping,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745325,1,0,0
InfoVis,1998,Dynamic aggregation with circular visual designs,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729557,2,0.301029996,0.094465266
Vis,1998,Interpolation of triangle hierarchies,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745328,2,0.301029996,0.094465266
Vis,1998,TOPIC ISLANDS TM - a wavelet-based text visualization system,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745302,2,0.301029996,0.094465266
InfoVis,1998,The generalized detail in-context problem,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729558,3,0.477121255,0.149723905
Vis,1998,Interactive ray tracing for isosurface rendering,BP,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745713,4,0.602059991,3
Vis,1998,Rear-projecting virtual data onto physical terrain: an exercise in two senses being better than one,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745341,4,0.602059991,0.188930533
Vis,1998,Converting sets of polygons to manifold surfaces by cutting and stitching,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745327,5,0.698970004,0.219341556
Vis,1998,Seabed visualization,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745348,5,0.698970004,0.219341556
Vis,1998,Efficient warping for architectural walkthroughs using layered depth images,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745305,6,0.77815125,0.244189171
Vis,1998,Fast and memory efficient polygonal simplification,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745314,6,0.77815125,0.244189171
Vis,1998,Image-based rendering with occlusions via cubist images,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745320,6,0.77815125,0.244189171
Vis,1998,Interactive display of very large textures,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745322,6,0.77815125,0.244189171
Vis,1998,POPTEX: Interactive ocean model visualization using texture mapping hardware,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745346,7,0.84509804,0.26519753
InfoVis,1998,An operator interaction framework for visualization systems,TT,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729560,8,0.903089987,3
InfoVis,1998,BiblioMapper: a cluster-based information visualization technique,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729569,8,0.903089987,0.283395799
Vis,1998,Scientific visualization and data modeling of scattered sediment contaminant data in New York/New Jersey estuaries,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745345,8,0.903089987,0.283395799
Vis,1998,Progressive tetrahedralizations,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745329,9,0.954242509,0.29944781
Vis,1998,Selective visualization of vortices in hydrodynamic flows,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745333,10,1,0.313806822
Vis,1998,A general method for preserving attribute values on simplified meshes,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745285,12,1.079181246,0.338654437
Vis,1998,Feature detection in linked derived spaces,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745289,12,1.079181246,0.338654437
Vis,1998,Isosurface extraction in time-varying fields using a temporal hierarchical index tree,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745298,12,1.079181246,0.338654437
Vis,1998,Smooth view-dependent level-of-detail control and its application to terrain rendering,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745282,12,1.079181246,0.338654437
InfoVis,1998,Similarity clustering of dimensions for an enhanced visualization of multidimensional data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729559,13,1.113943352,0.349563024
Vis,1998,Level of detail visualization of scalar data sets on irregular surface meshes,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745287,15,1.176091259,0.369065461
Vis,1998,A unified approach for simplifying polygonal and spline models,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745313,16,1.204119983,0.377861065
Vis,1998,Production visualization for the ASCI One TeraFLOPS machine,BCS,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745343,18,1.255272505,3
Vis,1998,A distributed blackboard architecture for interactive data visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745307,19,1.278753601,0.401281604
Vis,1998,Battlefield visualization on the responsive workbench,0,9,6.93,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745344,19,1.278753601,0.401281604
Vis,1998,Visualization in corneal topography,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745335,19,1.278753601,0.401281604
InfoVis,1998,Comparative visualization of protein structure-sequence alignments,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729566,20,1.301029996,0.408272089
Vis,1998,Surface reconstruction with anisotropic density-scaled alpha shapes,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745286,20,1.301029996,0.408272089
Vis,1998,Automatic detection of open and closed separation and attachment lines,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745297,21,1.322219295,0.414921435
Vis,1998,Eliminating popping artifacts in sheet buffer-based splatting,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745309,21,1.322219295,0.414921435
Vis,1998,Development of a multi-source visualization prototype,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745331,22,1.342422681,0.421261396
Vis,1998,Acoustic imaging and visualization of plumes discharging from black smoker vents on the deep seafloor,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745347,23,1.361727836,0.427319485
Vis,1998,Real-time techniques for 3D flow visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745317,23,1.361727836,0.427319485
Vis,1998,Comparing LIC and spot noise,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745324,24,1.380211242,0.433119704
Vis,1998,Interactive virtual angioscopy,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745337,24,1.380211242,0.433119704
Vis,1998,Visualizing Hilbert curves,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745340,25,1.397940009,0.438683112
InfoVis,1998,Algorithm visualization for distributed environments,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729561,26,1.414973348,0.44402829
Vis,1998,Visualization for multiparameter aircraft designs,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745351,26,1.414973348,0.44402829
Vis,1998,Wavelets over curvilinear grids,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745318,26,1.414973348,0.44402829
InfoVis,1998,Visualizing decision table classifiers,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729565,28,1.447158031,0.454128063
InfoVis,1998,Saying it in graphics: from intentions to visualizations,0,5,3.85,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729564,29,1.462397998,0.458910469
Vis,1998,Configuration space visualization for mechanical design,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745349,30,1.477121255,0.463530727
Vis,1998,A higher-order method for finding vortex core lines,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745296,32,1.505149978,0.472326332
Vis,1998,Pixel masks for screen-door transparency,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745323,33,1.51851394,0.476520034
Vis,1998,Large scale terrain visualization using the restricted quadtree triangulation,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745280,36,1.556302501,0.488378342
Vis,1998,Continuous cartogram construction,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745303,37,1.568201724,0.4921124
Vis,1998,Data level comparison of wind tunnel and computational fluid dynamics data,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745332,38,1.579783597,0.49574687
Vis,1998,"Supporting detail-in-context for the DNA representation, H-curves",0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745339,43,1.633468456,0.512593545
Vis,1998,Visualizing diffusion tensor images of the mouse spinal cord,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745294,44,1.643452676,0.515726662
Vis,1998,Interactive out-of-core isosurface extraction,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745299,45,1.653212514,0.518789365
Vis,1998,Contour interpolation and surface reconstruction of smooth terrain models,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745281,46,1.662757832,0.521784751
Vis,1998,Visualization of scalar topology for structural enhancement,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745284,46,1.662757832,0.521784751
Vis,1998,Extremal feature extraction from 3-D vector and noisy scalar fields,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745290,47,1.672097858,0.524715715
Vis,1998,Volumetric modeling of acoustic fields in CNMAT's sound spatialization theatre,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745338,47,1.672097858,0.524715715
Vis,1998,Constrained optimal framings of curves and surfaces using quaternion Gauss maps,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745326,50,1.698970004,0.533148378
Vis,1998,Hierarchical volume analysis and visualization based on morphological operators,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745321,50,1.698970004,0.533148378
InfoVis,1998,IVORY-an object-oriented framework for physics-based information visualization in Java,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729562,52,1.716003344,0.538493556
Vis,1998,Visual presentation of magnetic resonance images,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745334,54,1.73239376,0.543636981
InfoVis,1998,Traversal-based visualization of data structures,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729554,55,1.740362689,0.546137685
Vis,1998,A concept for virtual reality tools for design reviews,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745304,59,1.770852012,0.555705443
Vis,1998,Three-dimensional visualization of microstructures,0,6,4.62,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745350,59,1.770852012,0.555705443
Vis,1998,Efficient implementation of multi-triangulations,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745283,60,1.77815125,0.557995993
Vis,1998,"Intent, perception, and out-of-core visualization applied to terrain",0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745342,61,1.785329835,0.560248682
Vis,1998,Interactive deformations from tensor fields,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745316,69,1.838849091,0.57704339
InfoVis,1998,WEBPATH-a three dimensional Web history,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729553,70,1.84509804,0.579004353
Vis,1998,Visualizing differences in movies of cortical activity,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745306,71,1.851258349,0.5809375
Vis,1998,Image-based transfer function design for data exploration in volume visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745319,72,1.857332496,0.582843609
Vis,1998,The Gridfit algorithm: an efficient and effective approach to visualizing large amounts of spatial data,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745301,78,1.892094603,0.593752195
InfoVis,1998,Reconfigurable disc trees for visualizing large hierarchical information space,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729555,84,1.924279286,0.603851968
InfoVis,1998,Geographic visualization: designing manipulable maps for exploring temporally varying georeferenced statistics,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729563,89,1.949390007,0.611731883
Vis,1998,Building perceptual textures to visualize multidimensional datasets,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745292,97,1.986771734,0.623462525
Vis,1998,Image-guided streamline placement on curvilinear grid surfaces,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745295,106,2.025305865,0.635554798
Vis,1998,Tracking scalar features in unstructured datasets,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745288,106,2.025305865,0.635554798
InfoVis,1998,LensBar-visualization for browsing and filtering large lists of data,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729567,116,2.064457989,0.647841001
Vis,1998,Accelerated ray-casting for curvilinear volumes,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745310,124,2.093421685,0.656930007
Vis,1998,Simplification of tetrahedral meshes,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745315,147,2.167317335,0.680118966
Vis,1998,A case study using the virtual environment for reconstructive surgery,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745336,157,2.195899652,0.689088292
Vis,1998,View dependent isosurface extraction,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745300,199,2.298853076,0.721395779
Vis,1998,Simplifying surfaces with color and texture using quadric error metrics,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745312,230,2.361727836,0.741126307
Vis,1998,Task-specific visualization design: a case study in operational weather forecasting,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745330,285,2.45484486,0.770347065
InfoVis,1998,The shape of Shakespeare: visualizing text using implicit surfaces,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729568,320,2.505149978,0.786133154
Vis,1998,Feature comparisons of vector fields using Earth mover's distance,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745291,371,2.56937391,0.806287062
InfoVis,1998,An interactive view for hierarchical clustering,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729556,526,2.720985744,0.85386389
InfoVis,1998,Multi-faceted insight through interoperable visual information analysis paradigms,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1998.729570,615,2.788875116,0.875168038
Vis,1999,Construction of vector field hierarchies,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809863,1,0,0
Vis,1999,Design and implementation of an immersive geoscience toolkit,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809922,1,0,0
Vis,1999,Interactive exploration of extra- and interacranial blood vessels,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809912,1,0,0
Vis,1999,Interactive visualization of fluid dynamics simulations in locally refined cartesian grids,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809918,0,0,0
Vis,1999,Progressive Compression of Arbitrary Triangular Meshes,0,3,2.31,conference paper,http://doi.ieeecomputersociety.org/10.1109/VIS.1999.10000,0,0,0
Vis,1999,Tensorlines: Advection-Diffusion based Propagation through Diffusion Tensor Fields,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809894,0,0,0
InfoVis,1999,Visualizing association rules for text mining,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801866,1,0,0
Vis,1999,Whole field modelling. Effective real-time and post-survey visualization of underwater pipelines,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809926,0,0,0
Vis,1999,A distributed graphics system for large tiled displays,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809890,2,0.301029996,0.094465266
Vis,1999,Animating wrinkles on clothes,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809885,2,0.301029996,0.094465266
Vis,1999,Digital design of a surgical simulator for interventional MR imaging,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809913,3,0.477121255,0.149723905
Vis,1999,Geo-spatial visualization for situational awareness,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809925,4,0.602059991,0.188930533
Vis,1999,PLIC: bridging the gap between streamlines and LIC,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809906,4,0.602059991,0.188930533
Vis,1999,Multi-projector displays using camera-based registration,0,8,6.16,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809883,5,0.698970004,0.219341556
Vis,1999,Progressive compression and transmission of arbitrary triangular meshes,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809902,5,0.698970004,0.219341556
InfoVis,1999,"The sunflower visual metaphor, a new paradigm for dimensional compression",0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801868,5,0.698970004,0.219341556
Vis,1999,Exploring geo-scientific data in virtual environments,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809884,6,0.77815125,0.244189171
Vis,1999,Splatting without the blur,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809909,6,0.77815125,0.244189171
Vis,1999,Detecting vortical phenomena in vector data by medium-scale correlation,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809917,7,0.84509804,0.26519753
Vis,1999,Visualizing the evolution of a subject domain: a case study,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809927,7,0.84509804,0.26519753
Vis,1999,A fast volume rendering algorithm for time-varying fields using a time-space partitioning (TSP) tree,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809910,8,0.903089987,0.283395799
Vis,1999,DELTA's Virtual Physics Laboratory: a comprehensive learning platform on physics and astronomy,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809920,10,1,0.313806822
Vis,1999,Skip Strips: maintaining triangle strips for view-dependent rendering,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809877,10,1,0.313806822
Vis,1999,Visualizing gridded datasets with large number of missing values,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809916,10,1,0.313806822
Vis,1999,Real-time visualization of scalably large collections of heterogeneous objects,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809924,11,1.041392685,0.326796129
Vis,1999,Visualizing Simulated Room Fires,0,3,2.31,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809936,13,1.113943352,0.349563024
Vis,1999,Structured spatial domain image and data comparison metrics,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809873,14,1.146128036,0.359662797
InfoVis,1999,Aggregate Towers: scale sensitive visualization and decluttering of geospatial data,0,1,0.77,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801863,15,1.176091259,0.369065461
InfoVis,1999,Efficient multi-object dynamic query histograms,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801862,15,1.176091259,0.369065461
InfoVis,1999,Evaluating a visualisation of image similarity as a tool for image browsing,0,4,3.08,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801855,15,1.176091259,0.369065461
Vis,1999,Multiresolution Techniques for Interactive Texture-based Volume Visualization,0,3,2.31,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809908,15,1.176091259,0.369065461
Vis,1999,Visualizing Multivalued Data from 2D Incompressible Flows Using Concepts from Painting,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809905,15,1.176091259,0.369065461
InfoVis,1999,Dynamic hierarchy specification and visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801859,18,1.255272505,0.393913076
Vis,1999,Implant sprays: compression of progressive tetrahedral mesh connectivity,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809901,18,1.255272505,0.393913076
Vis,1999,Rendering on a budget: a framework for time-critical rendering,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809875,18,1.255272505,0.393913076
InfoVis,1999,The automated multidimensional detective,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801865,19,1.278753601,0.401281604
Vis,1999,Forward image mapping,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809872,20,1.301029996,0.408272089
Vis,1999,Isosurface extraction in time-varying fields using a Temporal Branch-on-Need Tree (T-BON),0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809879,20,1.301029996,0.408272089
InfoVis,1999,Cluster and calendar based visualization of time series data,TT,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801851,21,1.322219295,3
Vis,1999,Anisotropic nonlinear diffusion in flow visualization,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809904,23,1.361727836,0.427319485
Vis,1999,Spiraling Edge: fast surface reconstruction from partially organized sample points,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809903,23,1.361727836,0.427319485
Vis,1999,Tetrahedral Mesh Compression with the Cut-Border Machine,0,3,2.31,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809868,24,1.380211242,0.433119704
Vis,1999,"Visualization of conflicts and resolutions in a ""Free Flight"" scenario",0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809923,26,1.414973348,0.44402829
InfoVis,1999,A framework for focus+context visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801857,28,1.447158031,0.454128063
Vis,1999,Visual debugging of visualization software: a case study for particle systems,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809919,28,1.447158031,0.454128063
Vis,1999,C1-interpolation for vector field topology visualization,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809897,29,1.462397998,0.458910469
Vis,1999,A computer animation representing the molecular events of G protein-coupled receptor activation,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809915,30,1.477121255,0.463530727
Vis,1999,Automating transfer function design for comprehensible volume rendering based on 3D field topology analysis,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809932,30,1.477121255,0.463530727
Vis,1999,New quadric metric for simplifying meshes with appearance attributes,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809869,31,1.491361694,0.467999474
Vis,1999,Simplified representation of vector fields,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809865,31,1.491361694,0.467999474
Vis,1999,An interactive framework for visualizing foreign currency exchange options,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809929,32,1.505149978,0.472326332
InfoVis,1999,Does animation help users build mental maps of spatial information?,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801854,33,1.51851394,0.476520034
Vis,1999,Multi-resolution multi-field ray tracing: a mathematical overview,0,1,0.77,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809888,33,1.51851394,0.476520034
Vis,1999,Enabling Classification and Shading for 3D Texture Mapping based Volume Rendering using OpenGL and Extensions,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809889,35,1.544068044,0.484539086
Vis,1999,Volume rendering based interactive navigation within the human colon,0,5,3.85,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809914,36,1.556302501,0.488378342
Vis,1999,Cracking the cracking problem with Coons patches,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809899,39,1.591064607,0.499286928
Vis,1999,Interactive exploration of volume line integral convolution based on 3D-texture mapping,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809892,40,1.602059991,0.502737355
InfoVis,1999,Domain analysis: a technique to design a user-centered visualization framework,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801856,42,1.62324929,0.509386702
Vis,1999,VizCraft: a multidimensional visualization tool for aircraft configuration design,0,7,5.39,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809921,42,1.62324929,0.509386702
Vis,1999,Visualizing Planar Vector Fields with Normal Component Using Line Integral Convolution,0,3,2.31,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809895,44,1.643452676,0.515726662
Vis,1999,Visualizing large-scale telecommunication networks and services,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809930,45,1.653212514,0.518789365
Vis,1999,Hue-balls and lit-tensors for direct volume rendering of diffusion tensor fields,BP,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809886,50,1.698970004,3
InfoVis,1999,Navigating hierarchies with structure-based brushes,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801858,50,1.698970004,0.533148378
Vis,1999,LOD-sprite technique for accelerated terrain rendering,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809900,53,1.72427587,0.541089531
Vis,1999,Time-critical Multiresolution Scene Rendering,0,2,1.54,conference paper,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1999.809876,54,1.73239376,0.543636981
Vis,1999,Efficient compression of non-manifold polygonal meshes,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809870,60,1.77815125,0.557995993
Vis,1999,"The ""Parallel Vectors"" operator-a vector field visualization primitive",0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809896,62,1.792391689,0.56246474
Vis,1999,A framework for assisted exploration with collaboration,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809893,64,1.806179974,0.566791598
InfoVis,1999,Constellation: a visualization tool for linguistic queries from MindNet,0,3,2.31,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801869,71,1.851258349,0.5809375
Vis,1999,Feature Comparisons Of 3-D Vector Fields Using Earth Mover's Distance,0,2,1.54,conference paper,http://dx.doi.org/10.1109/VISUAL.1998.745291,77,1.886490725,0.59199366
InfoVis,1999,Sensemaking of evolving Web sites using visualization spreadsheets,0,2,1.54,conference paper,http://dx.doi.org/10.1109/INFVIS.1999.801853,77,1.886490725,0.59199366
Vis,1999,Detecting null alleles with vasarely charts,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809931,78,1.892094603,0.593752195
Vis,1999,A multi-threaded streaming pipeline architecture for large structured data sets,0,4,3.08,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809891,80,1.903089987,0.597202621
Vis,1999,Hierarchical parallel coordinates for exploration of large datasets,0,3,2.31,conference paper,http://dx.doi.org/10.1109/VISUAL.1999.809866,81,1.908485019,0.598895619
